student_id,gender,age_group,class_level,boarding_status,repeated_class,socioeconomic_status,guardian_type,parent_education_level,parent_involvement,parent_meeting_attendance,home_study_environment,number_of_siblings,receives_scholarship,internet_access_quality,has_personal_device,electricity_reliability,distance_from_school_km,commute_time_minutes,transport_mode,financial_stress_level,tuition_payment_status,meals_per_day,has_part_time_job,stress_level,sleep_hours_per_night,mental_health_indicator,exam_anxiety_level,motivation_level,peer_relationship_quality,school_satisfaction,attendance_rate,participation_level,extracurricular_involvement,library_usage,peer_collaboration,preferred_learning_style,math_score,english_score,science_score,social_studies_score,average_score,prev_math_score,prev_english_score,prev_science_score,prev_social_studies_score,prev_average_score,score_trend,study_hours_per_day,assignment_completion_rate,homework_submission_consistency,hardest_subject,teacher_accessibility_rating,receives_extra_tutoring,counselor_visits_per_term,exam_preparation_level,mock_exam_score,waec_subject_count,primary_challenge,support_needed,pass_fail,risk_level,dropout_risk,score_improved,score_delta,attendance_category,score_category,is_senior_student,SSI,EI,PSI,RAI,WBI,ARI,WRI,SNI,DVI,pass_fail_encoded,risk_level_encoded,dropout_risk_encoded
STU_0746,Female,13-15,JSS2,Boarding,No,Middle,Both Parents,Secondary,Very High,Rarely,Very Poor,3,No,Fair,Yes,Moderate,1.1,5,Walking,No Stress,Partial,3,No,High,5.8,Fair,Very High,Low,Good,Neutral,72.8,Low,No Activity,Weekly,Always,Reading/Writing,56.1,58.6,62.3,66.3,60.8,68.1,40.9,75.0,69.4,63.4,Stable,1-2hrs,71-90%,Rarely,Social Studies,Fair,No,1,,0.0,0.0,Noisy home environment disrupts studying,Safe and quiet study environment at school,Pass,Low,Low,0,-2.6,Fair (65-75%),Average (60-69),0,59.48,52.5,47.25,70.3,39.42,30.51,0.0,58.44,51.3,1,1,1
STU_0747,Male,10-12,JSS1,Day Student,No,Low,Both Parents,BSc/HND,High,Rarely,Poor,3,No,Poor,No,Unreliable,1.7,6,Bus/Danfo,Very High,Outstanding,1,Yes,Very Low,7.4,Good,High,High,Fair,Very Satisfied,66.6,Very Low,1 Activity,Monthly,Never,Visual,36.2,36.3,48.3,45.3,41.5,38.3,36.5,50.8,48.4,43.5,Stable,1-2hrs,50-70%,Often,Mathematics,Poor,No,2,,0.0,0.0,Frequent power outages disrupt night reading,Peer mentorship and study groups,Fail,High,Medium,0,-2.0,Fair (65-75%),Poor (40-49),0,49.84,25.0,50.75,32.84,78.43,31.74,0.0,56.1,58.55,0,3,2
STU_0748,Female,13-15,JSS2,Day Student,Yes,Upper-Middle,Both Parents,Postgraduate,Very High,Rarely,Good,1,No,Fair,Yes,Moderate,16.8,104,Private Car,Low,Paid,3,No,Moderate,6.4,Good,Moderate,High,Excellent,Very Dissatisfied,69.5,Low,1 Activity,Weekly,Sometimes,Reading/Writing,47.1,67.6,69.2,65.6,62.4,49.4,67.2,54.1,64.3,58.8,Stable,1-2hrs,71-90%,Often,Science,Good,Yes,1,,0.0,0.0,Difficulty understanding some teachers,Consistent electricity supply for night reading,Pass,Low,Low,1,3.6,Fair (65-75%),Average (60-69),0,64.55,40.0,75.0,67.49,70.79,32.91,0.0,30.16,19.62,1,1,1
STU_0749,Female,10-12,JSS1,Boarding,No,Middle,Both Parents,Postgraduate,High,Often,Good,6,No,Fair,Yes,Unreliable,0.5,5,Walking,Very High,Partial,3,No,Very Low,8.2,Good,High,High,Very Poor,Neutral,73.6,High,2 Activities,Monthly,Sometimes,Mixed,67.3,61.4,78.0,58.6,66.3,61.3,70.3,89.3,60.9,70.4,Stable,>4hrs,Below 50%,Rarely,Social Studies,Poor,No,2,,0.0,0.0,Financial pressure from school fees,Online learning platform and e-library,Pass,Low,Low,0,-4.1,Fair (65-75%),Average (60-69),0,56.27,60.0,78.75,64.25,75.14,30.93,0.0,48.11,43.6,1,1,1
STU_0750,Female,10-12,JSS1,Boarding,No,Middle,Single Parent,BSc/HND,Low,Often,Poor,4,No,Fair,Yes,Moderate,4.9,28,Walking,No Stress,Paid,2,No,High,4.9,Fair,Low,High,Good,Satisfied,79.2,Moderate,No Activity,Rarely,Never,Kinesthetic,50.7,63.3,73.7,62.4,62.5,61.0,57.2,72.0,49.5,59.9,Stable,>4hrs,Below 50%,Rarely,Mathematics,Good,No,2,,0.0,0.0,Lack of textbooks and study materials,Reduction in homework load,Pass,Low,Low,1,2.6,Good (75-85%),Average (60-69),0,56.34,27.5,45.75,69.01,53.49,35.53,0.0,56.18,44.7,1,1,1
STU_0751,Male,16-18,SS3,Day Student,No,Upper-Middle,Single Parent,Postgraduate,Moderate,Sometimes,Excellent,4,No,Poor,Yes,Unreliable,1.0,5,Motorcycle,No Stress,Paid,3,No,Very High,6.1,Good,Very High,Low,Good,Satisfied,77.2,Moderate,2 Activities,Weekly,Rarely,Mixed,42.3,74.6,76.6,73.4,66.7,45.8,79.9,62.3,75.8,66.0,Stable,1-2hrs,50-70%,Always,Mathematics,Good,Yes,0,Very Poor,77.7,8.0,Peer pressure and social distractions,Safe and quiet study environment at school,Pass,Low,Low,1,0.7,Good (75-85%),Average (60-69),1,53.31,53.75,70.0,60.58,41.14,28.79,59.74,58.85,47.7,1,1,1
STU_0752,Female,13-15,JSS3,Day Student,No,Low,Single Parent,OND/NCE,High,Sometimes,Very Poor,2,No,Fair,No,Unreliable,5.0,27,Motorcycle,High,Outstanding,1,No,Low,6.9,Good,Very High,Moderate,Good,Very Dissatisfied,66.2,Very Low,No Activity,Monthly,Rarely,Reading/Writing,23.7,35.4,26.6,49.7,33.8,33.2,18.0,23.8,59.6,33.6,Stable,<1hr,50-70%,Often,Mathematics,Excellent,No,1,,0.0,0.0,Family responsibilities reduce study time,Online learning platform and e-library,Fail,High,Medium,1,0.2,Fair (65-75%),Failing (<40),0,43.05,16.25,47.75,37.73,66.61,29.6,0.0,55.25,53.95,0,3,2
STU_0753,Female,16-18,SS3,Day Student,No,Low,Both Parents,Postgraduate,Moderate,Never,Excellent,2,No,Poor,No,Unreliable,9.8,52,Bus/Danfo,Very High,Outstanding,3,No,Moderate,7.3,Fair,Very High,Low,Good,Neutral,77.1,Moderate,1 Activity,Weekly,Sometimes,Visual,62.3,54.7,47.7,53.5,54.6,61.0,45.6,48.0,58.2,53.2,Stable,<1hr,50-70%,Sometimes,Science,Poor,No,0,Poor,57.1,8.0,Poor internet connection at home,Online learning platform and e-library,Pass,Medium,Medium,1,1.4,Good (75-85%),Below Avg (50-59),1,50.38,52.5,57.5,30.11,48.88,27.06,57.47,63.0,56.72,1,2,2
STU_0754,Male,10-12,JSS1,Day Student,No,Upper-Middle,Single Parent,Postgraduate,Moderate,Sometimes,Poor,3,Yes,Good,No,Moderate,0.9,7,Walking,High,Paid,3,No,Very Low,7.3,Fair,Low,Very High,Good,Neutral,59.4,Very High,1 Activity,Never,Sometimes,Auditory,47.0,65.5,61.3,59.6,58.4,47.0,68.2,54.0,63.6,58.2,Stable,3-4hrs,Above 90%,Often,Mathematics,Excellent,Yes,4,,0.0,0.0,Too many assignments and heavy workload,Extra tutoring in mathematics and science,Pass,High,Medium,1,0.2,Low (50-65%),Below Avg (50-59),0,71.29,52.5,51.25,58.86,82.38,38.6,0.0,39.74,35.15,1,3,2
STU_0755,Male,10-12,JSS1,Day Student,No,Lower-Middle,Single Parent,BSc/HND,High,Often,Very Poor,1,No,Poor,No,Unreliable,2.5,14,Bus/Danfo,Moderate,Partial,2,No,Moderate,5.8,Good,Moderate,Moderate,Excellent,Very Dissatisfied,72.8,Moderate,3+ Activities,Monthly,Always,Visual,40.6,42.1,52.5,50.6,46.4,31.0,46.9,41.8,55.2,43.7,Stable,<1hr,50-70%,Rarely,Mathematics,Good,No,4,,0.0,0.0,Stress from upcoming WAEC examination,Transport support for distant students,Fail,Low,Low,1,2.7,Fair (65-75%),Poor (40-49),0,43.77,65.0,57.0,35.08,64.5,39.56,0.0,49.48,38.8,0,1,1
STU_0756,Female,13-15,JSS2,Day Student,No,Low,Both Parents,Secondary,Very High,Sometimes,Fair,3,No,Poor,No,Very Unreliable,11.2,64,Private Car,Very High,Outstanding,2,Yes,Low,8.6,Good,Moderate,Very High,Fair,Neutral,57.9,Moderate,1 Activity,Rarely,Rarely,Reading/Writing,28.6,50.4,43.2,54.8,44.2,41.5,38.8,45.3,62.1,46.9,Stable,1-2hrs,Below 50%,Sometimes,Mathematics,Excellent,No,3,,0.0,0.0,Financial burden of buying data for online research,Recognition and rewards for academic improvement,Fail,High,High,0,-2.7,Low (50-65%),Poor (40-49),0,39.28,36.25,66.0,23.38,81.75,34.47,0.0,58.14,63.23,0,3,3
STU_0757,Female,10-12,JSS1,Day Student,No,Lower-Middle,Both Parents,Secondary,Very Low,Rarely,Poor,5,No,Very Poor,No,Very Unreliable,44.7,180,Bus/Danfo,Moderate,Paid,3,No,Very Low,7.1,Concerning,Low,Moderate,Good,Very Satisfied,53.5,Very Low,2 Activities,Weekly,Often,Reading/Writing,29.1,17.5,18.9,28.7,23.6,31.7,11.9,10.2,27.5,20.3,Stable,3-4hrs,Below 50%,Rarely,English,Very Poor,No,2,,0.0,0.0,Financial pressure from school fees,Financial aid or scholarship support,Fail,High,Medium,1,3.3,Low (50-65%),Failing (<40),0,32.3,53.75,18.5,8.57,64.62,33.8,0.0,60.19,25.62,0,3,2
STU_0758,Female,13-15,SS1,Day Student,No,Middle,Both Parents,BSc/HND,High,Sometimes,Fair,1,No,Good,Yes,Unreliable,1.9,16,Motorcycle,Moderate,Partial,3,No,High,6.1,Good,Moderate,High,Excellent,Neutral,80.1,Very Low,1 Activity,Daily,Rarely,Reading/Writing,63.8,55.1,58.5,64.0,60.4,76.8,55.4,51.3,69.9,63.4,Stable,1-2hrs,50-70%,Always,English,Fair,No,5,Very Poor,52.8,9.0,Low confidence in science subjects,Extra tutoring in mathematics and science,Pass,Low,Low,0,-3.0,Good (75-85%),Average (60-69),1,51.83,36.25,63.25,69.78,63.89,42.36,50.76,42.08,35.48,1,1,1
STU_0759,Female,13-15,SS1,Boarding,No,Low,Single Parent,OND/NCE,High,Sometimes,Good,1,No,Poor,No,Very Unreliable,4.7,33,Motorcycle,Moderate,Paid,3,No,High,4.7,Concerning,High,High,Poor,Satisfied,79.4,Moderate,3+ Activities,Never,Never,Reading/Writing,58.2,58.9,54.1,63.4,58.6,55.8,58.2,63.6,66.1,60.9,Stable,3-4hrs,50-70%,Rarely,Science,Very Poor,No,2,Excellent,59.5,8.0,Lack of textbooks and study materials,Counseling services for stress management,Pass,Low,Low,0,-2.3,Good (75-85%),Below Avg (50-59),1,57.69,37.5,66.5,25.58,36.73,33.63,79.55,52.54,30.65,1,1,1
STU_0760,Female,16-18,SS3,Day Student,No,Lower-Middle,Single Parent,Postgraduate,Very High,Sometimes,Good,3,No,Very Poor,Yes,Moderate,7.3,54,Bus/Danfo,High,Partial,1,Yes,Very High,6.3,Good,Moderate,High,Excellent,Neutral,73.1,Moderate,No Activity,Weekly,Sometimes,Auditory,58.9,51.9,41.6,46.6,49.8,62.2,55.7,39.3,47.0,51.0,Stable,3-4hrs,50-70%,Sometimes,Social Studies,Poor,No,0,Fair,42.6,8.0,Poor internet connection at home,More teacher support outside class hours,Fail,Critical,Medium,0,-1.2,Fair (65-75%),Below Avg (50-59),1,55.7,47.5,81.25,53.7,58.07,26.06,57.95,48.17,54.92,0,4,2
STU_0761,Male,10-12,JSS2,Day Student,Yes,Low,Both Parents,Primary,Very High,Sometimes,Fair,2,No,No Access,No,Unreliable,12.6,79,Private Car,High,Paid,1,No,Low,7.0,Fair,Moderate,Moderate,Good,Dissatisfied,67.5,Low,1 Activity,Never,Always,Visual,32.0,23.4,30.6,39.4,31.4,38.9,29.8,22.1,47.5,34.6,Stable,1-2hrs,50-70%,Sometimes,English,Excellent,No,1,,0.0,0.0,Frequent power outages disrupt night reading,More frequent parent-teacher engagement,Fail,Critical,Low,0,-3.2,Fair (65-75%),Failing (<40),0,43.86,40.0,63.0,17.16,63.49,30.28,0.0,56.94,31.63,0,4,1
STU_0762,Male,10-12,JSS1,Day Student,No,Lower-Middle,Single Parent,Secondary,High,Sometimes,Fair,3,No,Fair,No,Moderate,28.9,169,Boarding,Moderate,Partial,3,No,Low,6.7,Fair,Very Low,Moderate,Good,Neutral,63.6,Very Low,2 Activities,Weekly,Rarely,Reading/Writing,35.4,55.3,37.4,48.8,44.2,37.7,46.4,31.1,44.7,40.0,Stable,<1hr,Below 50%,Sometimes,Mathematics,Fair,No,0,,0.0,0.0,Financial burden of buying data for online research,Better equipped computer laboratory,Fail,Medium,Low,1,4.2,Low (50-65%),Poor (40-49),0,36.7,36.25,57.25,38.41,66.85,28.14,0.0,50.56,38.6,0,2,1
STU_0763,Male,16-18,SS3,Day Student,No,Upper-Middle,Both Parents,BSc/HND,High,Often,Very Poor,3,No,Poor,No,Very Reliable,5.4,27,Private Car,Low,Paid,3,No,Very High,6.3,Concerning,Very High,Low,Fair,Neutral,85.3,High,1 Activity,Never,Sometimes,Reading/Writing,55.4,57.9,58.8,69.3,60.4,53.1,61.0,61.5,65.4,60.2,Stable,3-4hrs,71-90%,Always,Mathematics,Good,Yes,1,Fair,70.9,8.0,Transport challenges cause lateness,Flexible tuition payment plans,Pass,Low,Low,1,0.2,Excellent (85%+),Average (60-69),1,63.8,45.0,57.0,57.84,24.4,31.6,70.68,45.04,20.68,1,1,1
STU_0764,Female,16-18,SS2,Boarding,No,High,Both Parents,OND/NCE,Low,Often,Very Poor,2,No,Excellent,Yes,Moderate,7.0,46,Private Car,No Stress,Paid,2,No,High,4.4,Good,High,High,Excellent,Neutral,77.0,Low,3+ Activities,Never,Never,Mixed,63.3,63.9,57.8,62.3,61.8,60.0,58.9,60.8,48.2,57.0,Stable,<1hr,71-90%,Sometimes,Science,Fair,No,1,Poor,73.8,8.0,Working part-time limits study time,Better equipped computer laboratory,Pass,Low,Low,1,4.8,Good (75-85%),Average (60-69),1,59.55,27.5,36.5,85.3,58.25,33.38,64.99,52.83,41.25,1,1,1
STU_0765,Male,13-15,SS1,Day Student,No,Middle,Orphan/Ward,OND/NCE,High,Never,Fair,4,No,Fair,No,Reliable,42.7,180,Boarding,High,Outstanding,1,No,Low,8.9,Good,High,High,Very Poor,Satisfied,56.3,Moderate,1 Activity,Rarely,Often,Auditory,57.3,55.1,43.6,61.8,54.4,54.9,57.4,48.3,56.2,54.2,Stable,1-2hrs,50-70%,Sometimes,Science,Fair,Yes,2,Very Poor,67.0,8.0,Long distance to school is exhausting,Counseling services for stress management,Pass,High,High,1,0.2,Low (50-65%),Below Avg (50-59),1,49.11,51.25,47.75,42.49,70.39,32.6,54.93,51.87,64.43,1,3,3
STU_0766,Female,10-12,JSS2,Day Student,No,Low,Guardian/Relative,Secondary,High,Always,Very Poor,3,No,Very Poor,No,Moderate,2.3,13,Motorcycle,Moderate,Partial,1,No,Low,8.6,Concerning,Very Low,Low,Good,Very Satisfied,65.9,Very High,2 Activities,Weekly,Always,Kinesthetic,43.7,34.8,25.9,40.2,36.2,62.4,31.5,31.5,37.6,40.8,Stable,<1hr,Below 50%,Rarely,Science,Good,No,4,,0.0,0.0,Noisy home environment disrupts studying,Recognition and rewards for academic improvement,Fail,High,Low,0,-4.6,Fair (65-75%),Failing (<40),0,31.81,90.0,57.25,32.89,58.58,36.74,0.0,54.81,42.03,0,3,1
STU_0767,Female,13-15,SS2,Boarding,No,Upper-Middle,Both Parents,BSc/HND,Very High,Sometimes,Good,4,No,Good,Yes,Reliable,5.3,20,Private Car,No Stress,Paid,2,No,Very High,4.2,Fair,High,Moderate,Good,Very Dissatisfied,73.2,Moderate,No Activity,Rarely,Sometimes,Kinesthetic,70.1,73.2,58.5,73.1,68.7,65.7,80.7,60.8,72.8,70.0,Stable,>4hrs,71-90%,Often,Science,Fair,Yes,5,Fair,57.2,7.0,I find mathematics very difficult,Reduction in homework load,Pass,Low,Low,0,-1.3,Fair (65-75%),Average (60-69),1,75.68,32.5,78.25,83.63,36.74,43.02,62.3,49.41,44.7,1,1,1
STU_0768,Female,13-15,SS1,Day Student,No,Middle,Both Parents,Secondary,High,Often,Fair,4,No,Poor,No,Unreliable,1.5,9,Bus/Danfo,Moderate,Paid,3,Yes,High,5.1,Concerning,Low,Moderate,Excellent,Satisfied,62.9,Low,No Activity,Monthly,Often,Auditory,54.6,68.5,59.2,59.3,60.4,40.7,72.6,63.5,62.0,59.7,Stable,<1hr,Above 90%,Often,Mathematics,Very Poor,No,2,Fair,71.0,7.0,Lack of textbooks and study materials,Safe and quiet study environment at school,Pass,Low,Low,1,0.7,Low (50-65%),Average (60-69),1,64.86,43.75,63.5,37.91,44.08,34.79,68.51,47.24,34.98,1,1,1
STU_0769,Male,16-18,SS2,Boarding,No,Low,Both Parents,BSc/HND,Low,Often,Poor,4,No,Good,No,Reliable,1.0,10,Walking,High,Outstanding,1,No,Low,6.7,Concerning,High,High,Fair,Very Dissatisfied,62.1,High,1 Activity,Monthly,Sometimes,Mixed,37.5,49.9,47.3,41.0,43.9,37.8,43.0,44.0,46.3,42.8,Stable,1-2hrs,Below 50%,Often,Mathematics,Good,No,1,Fair,38.2,8.0,Too many assignments and heavy workload,After-school remedial classes,Fail,Critical,High,1,1.1,Low (50-65%),Poor (40-49),1,42.89,50.0,45.75,57.58,56.01,29.94,55.97,55.57,50.98,0,4,3
STU_0770,Female,13-15,JSS3,Day Student,Yes,Upper-Middle,Both Parents,OND/NCE,High,Sometimes,Fair,0,No,Fair,Yes,Reliable,0.8,6,Walking,High,Outstanding,2,No,Very Low,7.3,Fair,High,Moderate,Very Poor,Very Dissatisfied,63.5,Moderate,2 Activities,Rarely,Always,Auditory,69.7,61.6,38.6,56.2,56.5,69.9,49.8,30.8,48.2,49.7,Improving,3-4hrs,71-90%,Always,Science,Fair,Yes,1,,0.0,0.0,Transport challenges cause lateness,Access to more textbooks and materials,Pass,High,Medium,1,6.8,Low (50-65%),Below Avg (50-59),0,56.98,55.0,60.25,79.15,60.88,51.65,0.0,45.87,48.12,1,3,2
STU_0771,Male,13-15,SS2,Day Student,No,Middle,Guardian/Relative,Postgraduate,Moderate,Often,Poor,2,No,Excellent,No,Unreliable,0.8,9,Walking,Low,Paid,3,No,High,4.9,Poor,Very High,Very High,Excellent,Dissatisfied,65.3,High,1 Activity,Monthly,Often,Mixed,49.2,62.3,48.7,69.8,57.5,47.0,70.6,58.2,70.5,61.6,Stable,1-2hrs,50-70%,Sometimes,Science,Good,No,4,Fair,61.2,9.0,I find mathematics very difficult,Flexible tuition payment plans,Pass,Medium,Low,0,-4.1,Fair (65-75%),Below Avg (50-59),1,52.45,58.75,57.5,56.15,40.32,38.93,68.54,44.64,31.18,1,2,1
STU_0772,Female,13-15,JSS2,Day Student,No,Middle,Guardian/Relative,OND/NCE,Very Low,Rarely,Fair,1,No,Fair,No,Unreliable,9.7,68,Bus/Danfo,Moderate,Partial,2,No,Moderate,6.7,Fair,Low,High,Good,Neutral,69.1,Moderate,1 Activity,Never,Never,Visual,31.7,42.4,27.0,34.2,33.8,27.4,37.5,33.2,28.3,31.6,Stable,<1hr,Below 50%,Rarely,Science,Good,No,1,,0.0,0.0,Working part-time limits study time,More teacher support outside class hours,Fail,High,Low,1,2.2,Fair (65-75%),Failing (<40),0,31.77,25.0,27.75,41.14,63.6,30.37,0.0,55.45,43.73,0,3,1
STU_0773,Male,13-15,SS2,Day Student,No,Middle,Single Parent,OND/NCE,Low,Rarely,Good,2,No,Good,No,Very Reliable,10.3,61,Bus/Danfo,Very High,Paid,3,Yes,High,6.4,Fair,Very Low,Low,Poor,Very Dissatisfied,68.4,Low,1 Activity,Weekly,Rarely,Reading/Writing,70.5,75.4,55.3,70.2,67.8,68.6,71.2,53.3,62.2,63.8,Stable,3-4hrs,Above 90%,Always,Social Studies,Poor,Yes,0,Fair,76.1,8.0,Family responsibilities reduce study time,Extra tutoring in mathematics and science,Pass,High,Medium,1,4.0,Fair (65-75%),Average (60-69),1,68.83,33.75,42.75,65.69,43.7,30.07,73.02,55.61,51.6,1,3,2
STU_0774,Male,13-15,SS1,Boarding,No,Lower-Middle,Both Parents,Secondary,Low,Sometimes,Fair,4,No,Very Poor,No,Moderate,7.1,56,Motorcycle,Moderate,Partial,2,No,Moderate,5.8,Fair,Very High,Moderate,Poor,Satisfied,68.8,Moderate,2 Activities,Rarely,Sometimes,Kinesthetic,52.5,49.6,39.0,61.7,50.7,43.3,54.8,34.3,63.6,49.0,Stable,>4hrs,50-70%,Sometimes,Science,Poor,No,3,Fair,36.3,8.0,Frequent power outages disrupt night reading,Peer mentorship and study groups,Pass,Medium,Low,1,1.7,Fair (65-75%),Below Avg (50-59),1,58.94,50.0,39.75,33.77,45.67,36.18,55.11,51.54,35.8,1,2,1
STU_0775,Female,10-12,JSS1,Boarding,Yes,Lower-Middle,Single Parent,Unknown,High,Often,Very Poor,2,No,Poor,No,Unreliable,42.8,180,School Bus,Low,Paid,2,Yes,High,4.8,Fair,Very High,Moderate,Good,Very Dissatisfied,51.3,Very Low,No Activity,Weekly,Often,Auditory,47.1,63.0,52.3,70.5,58.2,59.5,55.8,68.3,71.1,63.7,Declining,<1hr,50-70%,Sometimes,Mathematics,Fair,No,2,,0.0,0.0,Frequent power outages disrupt night reading,Counseling services for stress management,Pass,High,Medium,0,-5.5,Low (50-65%),Below Avg (50-59),0,45.19,33.75,45.0,21.46,42.27,16.89,0.0,52.09,34.87,1,3,2
STU_0776,Male,13-15,SS1,Day Student,No,Middle,Both Parents,BSc/HND,Moderate,Often,Good,4,No,Good,Yes,Reliable,3.4,25,Walking,No Stress,Paid,2,No,High,5.5,Fair,Moderate,Moderate,Good,Satisfied,67.9,Low,1 Activity,Monthly,Sometimes,Visual,48.6,45.8,40.3,56.3,47.8,50.3,47.2,34.0,59.3,47.7,Stable,<1hr,50-70%,Sometimes,Mathematics,Fair,No,4,Very Poor,56.4,8.0,Noisy home environment disrupts studying,Counseling services for stress management,Fail,Medium,Low,1,0.1,Fair (65-75%),Poor (40-49),1,45.7,42.5,67.0,81.77,47.77,38.56,50.16,57.02,43.53,0,2,1
STU_0777,Male,13-15,SS1,Day Student,Yes,Lower-Middle,Guardian/Relative,Secondary,Moderate,Sometimes,Poor,2,No,Fair,No,Unreliable,0.9,5,Bicycle,Moderate,Partial,2,No,Moderate,5.8,Concerning,Very Low,High,Excellent,Satisfied,62.0,Moderate,1 Activity,Monthly,Often,Visual,33.9,53.9,55.4,52.1,48.8,34.7,54.0,57.0,55.6,50.3,Stable,1-2hrs,50-70%,Sometimes,English,Fair,No,2,Fair,33.3,8.0,Long distance to school is exhausting,Peer mentorship and study groups,Fail,High,Low,0,-1.5,Low (50-65%),Poor (40-49),1,48.58,56.25,42.25,41.61,58.83,33.94,53.76,50.08,45.5,0,3,1
STU_0778,Female,10-12,JSS2,Boarding,No,Lower-Middle,Guardian/Relative,OND/NCE,Very High,Sometimes,Good,2,No,Very Poor,No,Very Unreliable,1.0,14,Bus/Danfo,High,Outstanding,2,Yes,Low,8.3,Fair,Moderate,Moderate,Very Poor,Neutral,72.8,Moderate,1 Activity,Rarely,Often,Visual,37.8,43.4,31.3,44.1,39.2,45.2,42.8,26.6,41.2,39.0,Stable,1-2hrs,50-70%,Often,Science,Fair,Yes,0,,0.0,0.0,Lack of past question papers,Flexible tuition payment plans,Fail,High,Medium,1,0.2,Fair (65-75%),Poor (40-49),0,50.59,48.75,75.25,23.33,58.77,26.6,0.0,54.07,60.5,0,3,2
STU_0779,Female,10-12,JSS1,Boarding,Yes,Middle,Single Parent,BSc/HND,Moderate,Rarely,Fair,5,No,Fair,No,Moderate,2.3,19,Bus/Danfo,No Stress,Paid,3,No,High,5.0,Fair,Moderate,Moderate,Excellent,Satisfied,76.2,Moderate,2 Activities,Rarely,Sometimes,Reading/Writing,42.8,47.0,59.0,64.1,53.2,61.8,55.4,56.1,70.7,61.0,Declining,1-2hrs,71-90%,Sometimes,Mathematics,Fair,No,3,,0.0,0.0,Financial pressure from school fees,Counseling services for stress management,Pass,Medium,Low,0,-7.8,Good (75-85%),Below Avg (50-59),0,60.34,50.0,48.25,49.89,49.2,19.0,0.0,58.29,45.45,1,2,1
STU_0780,Female,13-15,SS1,Day Student,No,Middle,Both Parents,OND/NCE,Very Low,Always,Fair,2,No,Poor,Yes,Moderate,5.1,37,Motorcycle,Moderate,Outstanding,3,No,High,6.4,Fair,High,High,Excellent,Neutral,72.1,High,No Activity,Monthly,Often,Mixed,62.3,71.1,58.5,60.9,63.2,59.5,74.4,53.2,55.4,60.6,Stable,<1hr,Above 90%,Sometimes,Social Studies,Poor,No,0,Fair,61.2,9.0,Long distance to school is exhausting,Consistent electricity supply for night reading,Pass,Medium,Low,1,2.6,Fair (65-75%),Average (60-69),1,65.48,56.25,46.5,62.95,55.2,29.53,68.54,42.72,46.48,1,2,1
STU_0781,Female,10-12,JSS1,Day Student,No,Lower-Middle,Both Parents,Secondary,Moderate,Rarely,Good,4,No,Fair,Yes,Reliable,9.6,57,Private Car,Moderate,Partial,1,No,Low,8.1,Good,High,Moderate,Good,Dissatisfied,72.4,Low,2 Activities,Rarely,Always,Visual,43.7,60.3,54.7,49.6,52.1,45.8,67.2,39.6,43.3,49.0,Stable,<1hr,50-70%,Often,Mathematics,Poor,No,0,,0.0,0.0,Transport challenges cause lateness,Counseling services for stress management,Pass,Medium,Low,1,3.1,Fair (65-75%),Below Avg (50-59),0,51.0,50.0,48.5,71.18,71.18,27.72,0.0,41.8,32.4,1,2,1
STU_0782,Female,10-12,JSS3,Day Student,No,Middle,Both Parents,BSc/HND,Low,Often,Good,2,No,Fair,No,Unreliable,5.0,23,Bus/Danfo,Low,Paid,3,No,Low,7.4,Good,Very Low,Moderate,Poor,Satisfied,64.3,Very Low,1 Activity,Rarely,Rarely,Visual,32.2,49.7,40.4,46.9,42.3,37.8,48.0,43.1,49.3,44.6,Stable,3-4hrs,50-70%,Always,Mathematics,Excellent,Yes,2,,0.0,0.0,Lack of textbooks and study materials,Financial aid or scholarship support,Fail,High,Low,0,-2.3,Low (50-65%),Poor (40-49),0,45.55,23.75,58.25,42.73,70.68,31.63,0.0,40.79,18.42,0,3,1
STU_0783,Male,16-18,SS3,Boarding,No,Upper-Middle,Single Parent,Postgraduate,Low,Sometimes,Very Poor,5,No,Fair,Yes,Reliable,27.1,164,Private Car,Low,Partial,2,No,Very High,5.8,Good,High,High,Excellent,Neutral,76.2,Low,2 Activities,Rarely,Often,Visual,73.5,71.5,65.1,78.8,72.2,78.3,66.4,69.7,80.1,73.6,Stable,<1hr,Above 90%,Always,Science,Good,No,0,Excellent,82.0,8.0,Family responsibilities reduce study time,Transport support for distant students,Pass,Medium,Low,0,-1.4,Good (75-85%),Good (70-79),1,64.32,46.25,36.25,70.26,55.0,27.98,89.68,37.7,35.95,1,2,1
STU_0784,Male,13-15,JSS3,Day Student,Yes,Middle,Both Parents,Secondary,Very Low,Sometimes,Poor,3,No,Poor,No,Unreliable,4.9,20,Motorcycle,High,Paid,3,Yes,Low,8.6,Fair,Low,Very High,Poor,Satisfied,66.7,Moderate,1 Activity,Rarely,Never,Auditory,44.5,42.2,38.5,35.7,40.2,50.8,49.5,33.8,30.8,41.2,Stable,<1hr,50-70%,Often,Social Studies,Fair,No,1,,0.0,0.0,Lack of past question papers,Extra tutoring in mathematics and science,Fail,High,Medium,0,-1.0,Fair (65-75%),Poor (40-49),0,45.41,32.5,24.75,36.76,73.92,31.13,0.0,55.14,36.03,0,3,2
