student_id,gender,age_group,class_level,boarding_status,repeated_class,socioeconomic_status,guardian_type,parent_education_level,parent_involvement,parent_meeting_attendance,home_study_environment,number_of_siblings,receives_scholarship,internet_access_quality,has_personal_device,electricity_reliability,distance_from_school_km,commute_time_minutes,transport_mode,financial_stress_level,tuition_payment_status,meals_per_day,has_part_time_job,stress_level,sleep_hours_per_night,mental_health_indicator,exam_anxiety_level,motivation_level,peer_relationship_quality,school_satisfaction,attendance_rate,participation_level,extracurricular_involvement,library_usage,peer_collaboration,preferred_learning_style,math_score,english_score,science_score,social_studies_score,average_score,prev_math_score,prev_english_score,prev_science_score,prev_social_studies_score,prev_average_score,score_trend,study_hours_per_day,assignment_completion_rate,homework_submission_consistency,hardest_subject,teacher_accessibility_rating,receives_extra_tutoring,counselor_visits_per_term,exam_preparation_level,mock_exam_score,waec_subject_count,primary_challenge,support_needed,pass_fail,risk_level,dropout_risk
STU_0948,Female,10-12,JSS2,Day Student,No,Middle,Single Parent,BSc/HND,High,Sometimes,Poor,2,No,Good,Yes,Unreliable,3.8,18,Bus/Danfo,Low,Paid,2,No,Low,7.4,Poor,High,High,Very Poor,Very Dissatisfied,55.5,Low,2 Activities,Never,Always,Auditory,47.2,46.7,62.7,56.3,53.2,47.2,26.3,56.8,53.7,46.0,Improving,1-2hrs,71-90%,Often,English,Good,Yes,0,,,,Poor health affecting concentration,Recognition and rewards for academic improvement,Pass,Low,Medium
STU_0949,Female,16-18,SS2,Day Student,Yes,Low,Both Parents,Secondary,High,Sometimes,Fair,1,No,Poor,No,Very Unreliable,14.6,72,Private Car,Moderate,Paid,2,No,Moderate,7.1,Concerning,Moderate,High,Good,Very Satisfied,72.9,Moderate,1 Activity,Never,Often,Auditory,49.2,65.2,61.1,66.8,60.6,53.7,67.8,54.2,72.7,62.1,Stable,>4hrs,50-70%,Sometimes,Mathematics,Good,No,3,Fair,69.9,8.0,Lack of textbooks and study materials,Consistent electricity supply for night reading,Pass,Low,Low
STU_0950,Female,10-12,JSS1,Day Student,No,Middle,Both Parents,Primary,Very High,Rarely,Good,2,No,Fair,No,Very Unreliable,22.0,127,Private Car,Very High,Partial,3,No,Very Low,8.0,Fair,High,High,Good,Very Satisfied,61.2,Moderate,1 Activity,Weekly,Always,Visual,43.4,56.5,38.3,52.9,47.8,45.3,40.8,36.2,52.6,43.7,Stable,3-4hrs,71-90%,Often,Science,Poor,No,2,,,,Difficulty understanding some teachers,Flexible tuition payment plans,Fail,High,Medium
STU_0951,Female,13-15,JSS3,Boarding,No,Lower-Middle,Both Parents,Primary,Moderate,Never,Very Poor,3,No,Very Poor,Yes,Moderate,2.3,11,Motorcycle,High,Partial,2,No,Very Low,7.8,Fair,Low,Low,Good,Neutral,75.4,Moderate,2 Activities,Monthly,Sometimes,Visual,49.5,52.3,51.9,53.5,51.8,43.3,51.7,47.8,60.7,50.9,Stable,3-4hrs,71-90%,Always,Mathematics,Good,No,2,,,,Family responsibilities reduce study time,More frequent parent-teacher engagement,Pass,Medium,Low
STU_0952,Female,16-18,SS3,Boarding,No,Lower-Middle,Guardian/Relative,OND/NCE,Very High,Rarely,Poor,2,No,Excellent,No,Unreliable,2.5,9,Walking,Moderate,Partial,1,No,Very High,4.0,Fair,Low,Moderate,Fair,Satisfied,78.6,Moderate,1 Activity,Monthly,Often,Mixed,59.8,73.9,78.3,67.8,70.0,61.2,68.1,79.9,77.6,71.7,Stable,3-4hrs,Above 90%,Often,Mathematics,Poor,No,0,Fair,46.8,7.0,Poor internet connection at home,More frequent parent-teacher engagement,Pass,Low,Low
STU_0953,Male,16-18,SS3,Day Student,No,Middle,Guardian/Relative,Secondary,Very Low,Rarely,Good,2,No,Poor,No,Very Unreliable,6.4,41,Motorcycle,High,Outstanding,2,Yes,Very High,5.1,Fair,Very Low,Very High,Poor,Neutral,66.1,Very Low,2 Activities,Daily,Sometimes,Kinesthetic,55.0,66.5,52.7,58.4,58.2,56.0,58.4,53.9,61.6,57.5,Stable,3-4hrs,Above 90%,Always,Social Studies,Fair,No,0,Fair,62.5,8.0,Stress from upcoming WAEC examination,Safe and quiet study environment at school,Pass,High,High
STU_0954,Female,16-18,SS3,Day Student,No,High,Single Parent,OND/NCE,Low,Sometimes,Fair,3,No,Excellent,Yes,Unreliable,1.1,5,Motorcycle,No Stress,Paid,3,No,Very High,4.4,Good,Moderate,Moderate,Good,Very Satisfied,72.4,High,2 Activities,Rarely,Never,Mixed,64.5,89.8,64.0,76.0,73.6,60.6,100.0,57.1,74.3,73.0,Stable,>4hrs,Above 90%,Always,Science,Fair,No,0,Excellent,66.1,7.0,Lack of past question papers,Motivational guidance and career counseling,Pass,Medium,Low
STU_0955,Male,13-15,SS2,Day Student,No,Low,Single Parent,OND/NCE,Low,Sometimes,Good,5,Yes,Excellent,No,Reliable,3.0,20,Motorcycle,Moderate,Partial,2,No,High,5.1,Fair,Moderate,Very Low,Fair,Very Satisfied,70.9,High,2 Activities,Rarely,Always,Reading/Writing,34.4,52.0,44.1,63.3,48.4,28.4,59.8,32.1,72.8,48.3,Stable,3-4hrs,71-90%,Often,Mathematics,Fair,No,4,Good,62.9,7.0,Mental fatigue from combined school and home demands,Online learning platform and e-library,Fail,High,Low
STU_0956,Male,16-18,SS3,Day Student,No,Lower-Middle,Both Parents,OND/NCE,High,Sometimes,Good,3,No,Good,No,Unreliable,1.5,5,Walking,Low,Paid,3,Yes,Very High,6.5,Good,Moderate,Very High,Excellent,Very Dissatisfied,66.5,Very Low,1 Activity,Rarely,Sometimes,Mixed,56.8,47.0,60.0,47.9,52.9,57.9,44.5,58.6,32.7,48.4,Stable,1-2hrs,71-90%,Often,English,Good,No,0,Very Poor,48.5,9.0,Lack of past question papers,After-school remedial classes,Pass,Medium,Low
STU_0957,Male,13-15,SS1,Day Student,No,Lower-Middle,Both Parents,Secondary,Very Low,Sometimes,Good,4,No,No Access,No,Unreliable,3.7,26,Motorcycle,No Stress,Paid,3,No,Very High,6.2,Concerning,Moderate,Low,Excellent,Satisfied,69.0,Moderate,3+ Activities,Monthly,Sometimes,Auditory,57.7,60.2,43.5,64.0,56.4,47.9,76.8,51.2,54.7,57.6,Stable,<1hr,Below 50%,Rarely,Science,Fair,Yes,1,Fair,48.2,8.0,Financial burden of buying data for online research,Online learning platform and e-library,Pass,High,Low
STU_0958,Male,13-15,SS2,Day Student,No,Lower-Middle,Guardian/Relative,OND/NCE,Moderate,Sometimes,Fair,2,No,Fair,No,Reliable,19.0,107,School Bus,High,Outstanding,3,Yes,Moderate,6.1,Good,High,Moderate,Good,Satisfied,62.6,High,1 Activity,Monthly,Sometimes,Reading/Writing,29.5,55.1,74.0,62.0,55.2,22.0,62.1,73.5,66.6,56.0,Stable,<1hr,Below 50%,Sometimes,Mathematics,Good,No,2,Good,49.7,7.0,Financial burden of buying data for online research,Online learning platform and e-library,Pass,High,High
STU_0959,Male,10-12,JSS1,Day Student,No,Lower-Middle,Both Parents,BSc/HND,Moderate,Often,Fair,2,No,Very Poor,Yes,Very Unreliable,0.8,5,Bicycle,High,Partial,3,No,Moderate,6.7,Concerning,Low,Moderate,Excellent,Very Dissatisfied,70.3,Low,1 Activity,Weekly,Sometimes,Visual,50.7,49.6,57.5,48.5,51.6,41.7,48.5,55.1,63.3,52.2,Stable,1-2hrs,50-70%,Sometimes,Social Studies,Very Poor,No,2,,,,Long distance to school is exhausting,More teacher support outside class hours,Pass,High,Low
STU_0960,Female,16-18,SS3,Day Student,No,Low,Both Parents,BSc/HND,Moderate,Sometimes,Excellent,2,No,Good,No,Moderate,2.7,22,Motorcycle,High,Outstanding,2,No,Moderate,6.5,Good,Moderate,Very High,Good,Neutral,67.7,Low,No Activity,Rarely,Often,Kinesthetic,68.9,72.0,81.1,74.6,74.2,60.4,58.8,93.2,78.7,72.8,Stable,1-2hrs,Above 90%,Always,Mathematics,Fair,No,5,Good,79.9,8.0,Financial pressure from school fees,Better internet access within school,Pass,Medium,Medium
STU_0961,Male,10-12,JSS2,Day Student,No,Middle,Both Parents,BSc/HND,Very High,Always,Fair,4,No,Good,Yes,Very Reliable,11.8,66,Bus/Danfo,Moderate,Paid,3,No,Low,6.8,Concerning,Low,Moderate,Fair,Dissatisfied,73.6,High,3+ Activities,Rarely,Often,Reading/Writing,71.5,73.5,69.2,65.5,69.9,68.1,72.8,74.5,66.6,70.5,Stable,<1hr,71-90%,Sometimes,Social Studies,Excellent,No,2,,,,Frequent power outages disrupt night reading,Transport support for distant students,Pass,Low,Low
STU_0962,Female,10-12,JSS3,Day Student,Yes,Lower-Middle,Both Parents,OND/NCE,Low,Sometimes,Poor,2,Yes,Excellent,No,Reliable,18.8,121,Bus/Danfo,Very High,Outstanding,2,No,Very Low,9.0,Good,Low,High,Good,Very Satisfied,65.6,Low,1 Activity,Monthly,Often,Reading/Writing,43.3,50.1,43.0,44.0,45.1,50.7,45.7,30.9,41.2,42.1,Stable,1-2hrs,50-70%,Sometimes,Science,Fair,No,1,,,,No quiet place to study at home,Extra tutoring in mathematics and science,Fail,High,Medium
STU_0963,Male,10-12,JSS3,Day Student,No,Low,Both Parents,Secondary,Moderate,Sometimes,Poor,4,No,Fair,No,Very Unreliable,11.8,73,Bus/Danfo,Moderate,Partial,1,No,Low,7.6,Concerning,Low,High,Fair,Very Dissatisfied,65.3,High,No Activity,Never,Always,Mixed,39.9,48.3,41.6,54.3,46.0,44.2,45.1,39.6,57.6,46.6,Stable,1-2hrs,Below 50%,Sometimes,Social Studies,Fair,No,2,,,,Noisy home environment disrupts studying,Improved school library with digital resources,Fail,Medium,Low
STU_0964,Male,10-12,JSS3,Day Student,Yes,Upper-Middle,Both Parents,OND/NCE,High,Never,Fair,6,No,Fair,Yes,Unreliable,2.0,15,Bus/Danfo,Moderate,Paid,2,No,Moderate,6.5,Good,Moderate,Very Low,Good,Very Satisfied,70.2,Low,1 Activity,Weekly,Sometimes,Kinesthetic,44.4,55.0,43.8,68.7,53.0,52.3,57.9,45.4,75.6,57.8,Stable,3-4hrs,50-70%,Sometimes,Science,Good,Yes,0,,,,Long distance to school is exhausting,Recognition and rewards for academic improvement,Pass,Low,Low
STU_0965,Male,13-15,SS2,Boarding,No,Upper-Middle,Both Parents,Postgraduate,Low,Sometimes,Excellent,1,No,Fair,Yes,Very Unreliable,9.1,59,Bus/Danfo,High,Partial,2,No,Low,8.1,Fair,Moderate,Moderate,Very Poor,Very Satisfied,75.6,Very Low,1 Activity,Never,Sometimes,Mixed,59.9,75.9,61.3,66.8,66.0,55.6,71.5,53.8,71.3,63.0,Stable,1-2hrs,Above 90%,Always,Mathematics,Very Poor,No,4,Good,73.0,8.0,Long distance to school is exhausting,After-school remedial classes,Pass,Medium,Low
STU_0966,Male,13-15,SS1,Day Student,Yes,Lower-Middle,Both Parents,Primary,High,Often,Poor,0,No,Poor,Yes,Very Reliable,3.7,22,Motorcycle,Very High,Outstanding,1,No,Very Low,7.0,Good,Very High,Moderate,Excellent,Very Dissatisfied,69.7,Very Low,3+ Activities,Monthly,Sometimes,Reading/Writing,26.4,41.4,45.4,35.6,37.2,12.3,50.6,43.3,36.0,35.6,Stable,1-2hrs,Below 50%,Sometimes,Mathematics,Good,No,0,Fair,36.9,9.0,Stress from upcoming WAEC examination,Improved school library with digital resources,Fail,High,Medium
STU_0967,Female,10-12,JSS1,Day Student,No,Lower-Middle,Both Parents,Postgraduate,Very High,Always,Very Poor,1,Yes,Fair,No,Very Reliable,41.0,180,Private Car,No Stress,Paid,1,No,High,4.6,Fair,Very High,Very High,Good,Satisfied,55.1,Very High,1 Activity,Rarely,Rarely,Reading/Writing,50.8,63.8,51.9,63.9,57.6,46.6,60.1,52.0,70.1,57.2,Stable,<1hr,50-70%,Often,Mathematics,Very Poor,Yes,2,,,,Noisy home environment disrupts studying,Recognition and rewards for academic improvement,Pass,Medium,Low
STU_0968,Male,10-12,JSS1,Boarding,No,Middle,Both Parents,BSc/HND,Very High,Always,Good,2,No,Fair,Yes,Unreliable,39.2,180,Boarding,Moderate,Partial,3,No,Low,7.0,Concerning,Moderate,High,Poor,Satisfied,55.0,Very Low,1 Activity,Never,Often,Reading/Writing,53.3,62.5,62.2,63.0,60.2,61.2,55.3,60.6,64.8,60.5,Stable,>4hrs,Below 50%,Sometimes,Mathematics,Fair,Yes,1,,,,Financial burden of buying data for online research,Recognition and rewards for academic improvement,Pass,Low,Low
STU_0969,Female,10-12,JSS2,Boarding,No,Lower-Middle,Both Parents,BSc/HND,Very High,Rarely,Excellent,1,No,Excellent,No,Moderate,16.7,100,School Bus,High,Outstanding,3,No,Low,7.5,Concerning,Low,Very High,Excellent,Very Satisfied,59.0,High,2 Activities,Rarely,Often,Reading/Writing,62.8,44.4,55.8,66.1,57.3,60.0,48.9,47.3,69.2,56.4,Stable,>4hrs,50-70%,Always,English,Good,Yes,4,,,,Lack of textbooks and study materials,Better internet access within school,Pass,Medium,Medium
STU_0970,Male,16-18,SS2,Day Student,No,Lower-Middle,Single Parent,Primary,Low,Sometimes,Poor,4,No,Fair,No,Reliable,0.5,5,Walking,No Stress,Paid,2,Yes,Very High,4.5,Good,High,Moderate,Excellent,Satisfied,77.8,Moderate,1 Activity,Rarely,Rarely,Reading/Writing,46.7,58.8,25.1,53.2,46.0,46.5,58.6,35.4,59.0,49.9,Stable,1-2hrs,Above 90%,Always,English,Poor,Yes,3,Poor,36.2,9.0,Lack of textbooks and study materials,Better internet access within school,Fail,High,Medium
STU_0971,Female,13-15,JSS3,Boarding,No,Middle,Both Parents,BSc/HND,High,Sometimes,Poor,0,Yes,Good,Yes,Unreliable,9.6,60,Bus/Danfo,Moderate,Outstanding,3,No,Low,8.8,Fair,High,Moderate,Excellent,Satisfied,67.9,Very Low,No Activity,Weekly,Always,Auditory,53.7,46.5,63.3,47.3,52.7,52.2,52.5,65.2,41.7,52.9,Stable,3-4hrs,Below 50%,Rarely,English,Good,Yes,0,,,,Stress from upcoming WAEC examination,Access to more textbooks and materials,Pass,Low,Low
STU_0972,Female,10-12,JSS2,Day Student,No,Low,Single Parent,OND/NCE,Low,Sometimes,Fair,2,No,Good,No,Very Unreliable,11.0,55,Motorcycle,Very High,Partial,1,No,Very Low,8.3,Concerning,High,Moderate,Good,Very Satisfied,68.2,Low,2 Activities,Rarely,Often,Mixed,33.6,44.9,43.6,47.8,42.5,38.5,46.1,37.6,47.7,42.5,Stable,1-2hrs,Below 50%,Rarely,English,Fair,No,1,,,,Poor health affecting concentration,Online learning platform and e-library,Fail,High,Medium
STU_0973,Female,13-15,JSS3,Day Student,No,Low,Single Parent,Primary,Low,Rarely,Poor,1,Yes,Poor,No,Very Unreliable,4.4,32,Motorcycle,High,Partial,1,No,Moderate,7.3,Fair,Very Low,High,Good,Dissatisfied,72.9,Moderate,3+ Activities,Daily,Never,Reading/Writing,67.3,56.6,59.2,55.9,59.8,73.1,46.9,65.3,56.6,60.5,Stable,>4hrs,Below 50%,Sometimes,Social Studies,Poor,No,3,,,,I find mathematics very difficult,Flexible tuition payment plans,Pass,High,Low
STU_0974,Male,13-15,SS1,Day Student,No,Low,Single Parent,Secondary,Low,Often,Good,5,No,Poor,No,Unreliable,2.2,19,Bus/Danfo,Very High,Paid,2,Yes,Very Low,8.6,Good,High,High,Fair,Neutral,67.0,Very Low,No Activity,Weekly,Rarely,Reading/Writing,24.8,47.9,19.6,40.5,33.2,14.0,50.0,19.0,33.3,29.1,Stable,1-2hrs,50-70%,Sometimes,Science,Good,No,2,Poor,21.4,8.0,Financial burden of buying data for online research,Access to more textbooks and materials,Fail,High,Medium
STU_0975,Male,10-12,JSS2,Day Student,No,Low,Both Parents,BSc/HND,Moderate,Always,Very Poor,3,No,Fair,No,Reliable,12.4,80,Bus/Danfo,Very High,Partial,2,Yes,Very Low,8.3,Good,Very High,High,Poor,Very Satisfied,59.6,High,2 Activities,Never,Always,Visual,32.7,49.2,46.8,45.4,43.5,15.7,42.8,53.7,38.9,37.8,Improving,1-2hrs,Below 50%,Rarely,Mathematics,Good,No,2,,,,Low confidence in science subjects,More frequent parent-teacher engagement,Fail,High,Medium
STU_0976,Male,13-15,SS1,Boarding,Yes,Low,Both Parents,OND/NCE,Very High,Sometimes,Very Poor,5,No,Poor,No,Reliable,4.7,33,Motorcycle,Moderate,Partial,1,Yes,Moderate,6.0,Fair,High,Very High,Fair,Dissatisfied,63.2,High,1 Activity,Never,Sometimes,Auditory,36.2,38.3,42.5,42.2,39.8,40.8,39.3,41.8,38.4,40.1,Stable,<1hr,Below 50%,Rarely,Mathematics,Good,No,1,Poor,46.6,8.0,Financial burden of buying data for online research,Transport support for distant students,Fail,High,Low
STU_0977,Female,16-18,SS3,Day Student,No,High,Both Parents,OND/NCE,Moderate,Rarely,Poor,6,No,Poor,Yes,Very Unreliable,9.1,54,Bus/Danfo,Low,Paid,3,No,Very High,5.5,Good,High,Very Low,Fair,Very Satisfied,68.5,Very Low,No Activity,Rarely,Always,Auditory,54.2,60.4,57.7,73.7,61.5,52.7,56.2,47.4,79.9,59.0,Stable,1-2hrs,Above 90%,Always,Mathematics,Fair,Yes,0,Poor,66.7,8.0,Difficulty understanding some teachers,Counseling services for stress management,Pass,Medium,Low
STU_0978,Male,16-18,SS3,Day Student,Yes,Lower-Middle,Single Parent,Primary,Moderate,Rarely,Poor,2,No,Poor,No,Unreliable,7.2,42,Motorcycle,Moderate,Paid,3,No,High,4.5,Fair,High,High,Fair,Satisfied,70.9,High,No Activity,Rarely,Sometimes,Reading/Writing,54.2,51.4,30.5,43.6,44.9,58.8,50.0,23.0,42.4,43.6,Stable,1-2hrs,Below 50%,Often,Science,Fair,No,1,Fair,49.0,9.0,I find mathematics very difficult,Flexible tuition payment plans,Fail,High,Low
STU_0979,Male,16-18,SS3,Day Student,No,Low,Both Parents,BSc/HND,Moderate,Sometimes,Very Poor,2,No,Excellent,No,Unreliable,2.4,8,Motorcycle,High,Paid,1,No,High,4.3,Fair,Moderate,High,Good,Neutral,68.0,Low,No Activity,Monthly,Rarely,Visual,44.0,53.8,43.7,53.1,48.6,42.0,54.1,51.7,53.9,50.4,Stable,>4hrs,Above 90%,Often,Science,Good,No,2,Fair,64.4,9.0,Family responsibilities reduce study time,Improved school library with digital resources,Fail,High,Low
STU_0980,Female,10-12,JSS2,Day Student,No,Lower-Middle,Guardian/Relative,BSc/HND,Moderate,Rarely,Very Poor,1,No,No Access,No,Reliable,1.3,16,Walking,High,Partial,2,No,Very Low,8.1,Good,High,High,Fair,Neutral,61.4,Very High,1 Activity,Never,Often,Mixed,47.1,47.4,42.4,51.0,47.0,50.7,52.5,49.6,52.9,51.4,Stable,1-2hrs,Below 50%,Sometimes,Science,Fair,No,1,,,,Transport challenges cause lateness,More frequent parent-teacher engagement,Fail,High,Medium
STU_0981,Male,10-12,JSS1,Day Student,No,Upper-Middle,Guardian/Relative,BSc/HND,Very High,Always,Good,1,No,Good,Yes,Moderate,1.0,5,Motorcycle,Low,Paid,3,No,High,5.6,Fair,High,High,Fair,Dissatisfied,66.3,Very Low,No Activity,Monthly,Rarely,Mixed,76.8,68.9,72.7,67.9,71.6,75.9,65.0,63.4,71.7,69.0,Stable,3-4hrs,50-70%,Rarely,Social Studies,Fair,Yes,2,,,,Too many assignments and heavy workload,Extra tutoring in mathematics and science,Pass,Low,Low
STU_0982,Female,13-15,JSS3,Boarding,No,Middle,Both Parents,BSc/HND,Moderate,Sometimes,Poor,3,No,Good,No,Moderate,25.5,154,School Bus,Very High,Partial,3,No,Very Low,6.9,Concerning,Very High,Very High,Good,Dissatisfied,65.0,Low,No Activity,Monthly,Often,Kinesthetic,42.9,33.4,60.3,44.9,45.4,37.9,13.9,70.1,47.9,42.4,Stable,1-2hrs,71-90%,Always,Social Studies,Good,Yes,2,,,,Transport challenges cause lateness,Emotional and psychological support services,Fail,High,Low
STU_0983,Male,10-12,JSS2,Boarding,No,Lower-Middle,Both Parents,OND/NCE,High,Sometimes,Excellent,0,No,Fair,No,Moderate,18.3,111,Private Car,High,Paid,1,No,Low,7.4,Good,Very High,High,Very Poor,Neutral,67.4,Low,2 Activities,Monthly,Often,Auditory,46.3,55.7,54.5,50.7,51.8,43.5,49.0,61.7,51.1,51.3,Stable,3-4hrs,50-70%,Rarely,Mathematics,Poor,No,0,,,,Financial burden of buying data for online research,More frequent parent-teacher engagement,Pass,Medium,Low
STU_0984,Male,13-15,SS1,Boarding,No,Upper-Middle,Single Parent,BSc/HND,Moderate,Sometimes,Poor,1,No,Fair,No,Very Unreliable,0.7,5,Walking,Low,Paid,2,No,High,4.2,Good,Moderate,Low,Poor,Very Satisfied,77.9,High,2 Activities,Monthly,Always,Reading/Writing,31.9,43.3,46.0,48.8,42.5,30.7,44.2,41.6,48.0,41.1,Stable,1-2hrs,Below 50%,Rarely,English,Poor,No,0,Good,34.6,8.0,Financial pressure from school fees,Online learning platform and e-library,Fail,Medium,Low
STU_0985,Female,10-12,JSS1,Boarding,No,Lower-Middle,Both Parents,Secondary,Very Low,Never,Fair,3,No,Fair,No,Unreliable,0.6,5,Walking,High,Paid,2,No,Low,8.3,Concerning,Very Low,Moderate,Good,Satisfied,78.6,Low,2 Activities,Weekly,Often,Kinesthetic,37.2,50.1,49.8,66.5,50.9,41.5,58.4,49.3,73.1,55.6,Stable,3-4hrs,71-90%,Often,Social Studies,Poor,No,0,,,,Working part-time limits study time,Online learning platform and e-library,Pass,Medium,Low
STU_0986,Male,13-15,JSS3,Day Student,No,Lower-Middle,Both Parents,Postgraduate,High,Always,Poor,3,No,Poor,No,Very Reliable,4.0,24,Motorcycle,Moderate,Paid,2,No,Low,9.0,Good,Very Low,Very High,Poor,Neutral,65.3,Moderate,No Activity,Monthly,Never,Auditory,54.5,78.9,69.0,75.6,69.5,53.3,81.0,53.6,72.6,65.1,Stable,1-2hrs,71-90%,Sometimes,Mathematics,Very Poor,No,1,,,,Poor health affecting concentration,Emotional and psychological support services,Pass,Low,Low
STU_0987,Female,10-12,JSS2,Boarding,No,Lower-Middle,Guardian/Relative,BSc/HND,Very High,Sometimes,Poor,3,No,Very Poor,No,Very Unreliable,5.5,30,Bus/Danfo,Very High,Outstanding,3,No,Very Low,8.3,Concerning,Very High,High,Excellent,Neutral,64.1,High,No Activity,Daily,Sometimes,Reading/Writing,47.1,26.7,28.7,41.6,36.0,39.6,33.7,23.8,49.8,36.7,Stable,1-2hrs,71-90%,Sometimes,English,Good,No,1,,,,Frequent power outages disrupt night reading,More frequent parent-teacher engagement,Fail,High,High
STU_0988,Male,13-15,SS1,Day Student,No,Lower-Middle,Both Parents,OND/NCE,Low,Always,Fair,2,No,Excellent,Yes,Moderate,19.9,118,Bus/Danfo,High,Paid,1,Yes,High,6.1,Poor,Moderate,Low,Good,Dissatisfied,56.3,Low,1 Activity,Weekly,Sometimes,Mixed,41.0,42.0,41.0,46.7,42.7,52.7,43.1,39.5,43.3,44.7,Stable,1-2hrs,Below 50%,Sometimes,English,Good,No,0,Good,62.5,8.0,Financial burden of buying data for online research,More frequent parent-teacher engagement,Fail,Critical,High
STU_0989,Male,13-15,SS1,Day Student,No,Lower-Middle,Guardian/Relative,OND/NCE,Very Low,Sometimes,Fair,4,No,Poor,No,Unreliable,12.7,81,Bus/Danfo,Moderate,Partial,1,No,Moderate,6.5,Poor,Moderate,High,Good,Very Satisfied,68.6,Low,1 Activity,Rarely,Always,Reading/Writing,44.0,55.1,39.8,57.9,49.2,46.2,56.6,42.0,56.2,50.2,Stable,<1hr,71-90%,Sometimes,Science,Good,No,2,Very Poor,52.6,9.0,Low confidence in science subjects,Online learning platform and e-library,Fail,High,Low
STU_0990,Female,10-12,JSS1,Day Student,No,Middle,Single Parent,BSc/HND,Low,Often,Good,3,Yes,Good,No,Moderate,0.8,5,Walking,Moderate,Partial,2,No,Low,6.7,Fair,Moderate,Moderate,Poor,Very Dissatisfied,64.0,Low,2 Activities,Rarely,Sometimes,Reading/Writing,62.4,55.9,48.3,59.8,56.6,71.9,54.2,47.5,64.0,59.4,Stable,1-2hrs,50-70%,Always,Science,Excellent,No,3,,,,I find mathematics very difficult,Access to more textbooks and materials,Pass,Medium,Low
STU_0991,Female,13-15,JSS3,Day Student,No,Lower-Middle,Single Parent,Secondary,High,Never,Good,1,No,Fair,No,Moderate,3.1,22,Motorcycle,Low,Paid,3,No,Low,8.3,Fair,Low,Moderate,Fair,Neutral,63.9,Low,1 Activity,Never,Often,Mixed,52.7,74.4,68.1,73.1,67.1,45.1,81.7,69.1,87.3,70.8,Stable,1-2hrs,50-70%,Often,Mathematics,Poor,No,2,,,,Frequent power outages disrupt night reading,Safe and quiet study environment at school,Pass,Low,Low
STU_0992,Female,13-15,SS1,Day Student,No,Middle,Both Parents,OND/NCE,High,Sometimes,Fair,4,No,Very Poor,No,Moderate,11.1,68,Motorcycle,Low,Paid,3,No,High,4.6,Concerning,Moderate,Moderate,Good,Satisfied,71.4,Moderate,3+ Activities,Never,Rarely,Auditory,50.8,55.2,38.3,55.0,49.8,49.0,66.7,31.5,43.4,47.6,Stable,1-2hrs,Above 90%,Often,Science,Excellent,No,1,Fair,44.7,9.0,Family responsibilities reduce study time,Better internet access within school,Fail,Medium,Low
STU_0993,Male,16-18,SS2,Day Student,Yes,Low,Both Parents,BSc/HND,High,Often,Fair,5,No,Excellent,No,Reliable,8.3,48,Motorcycle,Low,Paid,3,No,Very High,5.0,Good,High,Moderate,Excellent,Satisfied,81.1,Moderate,No Activity,Never,Rarely,Kinesthetic,50.9,59.4,65.4,63.4,59.8,52.2,52.6,67.7,68.6,60.3,Stable,1-2hrs,50-70%,Often,Mathematics,Fair,No,1,Good,59.3,8.0,Noisy home environment disrupts studying,Improved school library with digital resources,Pass,Medium,Low
STU_0994,Female,13-15,JSS3,Boarding,No,Low,Both Parents,Secondary,Moderate,Often,Good,1,Yes,Fair,No,Unreliable,2.2,8,Motorcycle,Very High,Outstanding,2,No,Very Low,8.3,Good,Low,Very Low,Good,Neutral,63.7,Very High,1 Activity,Rarely,Sometimes,Kinesthetic,38.1,39.8,32.2,33.7,36.0,42.7,41.4,44.0,36.5,41.2,Declining,<1hr,71-90%,Always,Mathematics,Fair,No,1,,,,Peer pressure and social distractions,Motivational guidance and career counseling,Fail,Critical,High
STU_0995,Male,13-15,JSS2,Day Student,No,Lower-Middle,Both Parents,BSc/HND,Very High,Often,Fair,2,Yes,Very Poor,No,Moderate,19.4,117,Bus/Danfo,No Stress,Paid,3,No,High,6.3,Good,High,High,Good,Very Satisfied,60.6,Very Low,1 Activity,Weekly,Often,Mixed,56.3,73.2,55.3,79.8,66.2,43.1,64.9,58.4,77.1,60.9,Improving,1-2hrs,50-70%,Often,Science,Poor,No,0,,,,Peer pressure and social distractions,More frequent parent-teacher engagement,Pass,Medium,Low
STU_0996,Male,10-12,JSS1,Day Student,No,Upper-Middle,Both Parents,OND/NCE,High,Rarely,Excellent,2,No,Excellent,No,Very Unreliable,4.0,24,Walking,Low,Partial,3,No,Very High,5.2,Concerning,High,Very High,Fair,Satisfied,74.6,Moderate,No Activity,Rarely,Sometimes,Mixed,91.8,100.0,86.8,91.1,92.4,78.8,100.0,87.0,93.3,89.8,Stable,3-4hrs,71-90%,Often,Science,Fair,No,3,,,,Financial pressure from school fees,Emotional and psychological support services,Pass,Low,Low
